sample-id,depth-1_iter-1,depth-1_iter-2,depth-1_iter-3,depth-1_iter-4,depth-1_iter-5,depth-1_iter-6,depth-1_iter-7,depth-1_iter-8,depth-1_iter-9,depth-1_iter-10,depth-5556_iter-1,depth-5556_iter-2,depth-5556_iter-3,depth-5556_iter-4,depth-5556_iter-5,depth-5556_iter-6,depth-5556_iter-7,depth-5556_iter-8,depth-5556_iter-9,depth-5556_iter-10,depth-11111_iter-1,depth-11111_iter-2,depth-11111_iter-3,depth-11111_iter-4,depth-11111_iter-5,depth-11111_iter-6,depth-11111_iter-7,depth-11111_iter-8,depth-11111_iter-9,depth-11111_iter-10,depth-16667_iter-1,depth-16667_iter-2,depth-16667_iter-3,depth-16667_iter-4,depth-16667_iter-5,depth-16667_iter-6,depth-16667_iter-7,depth-16667_iter-8,depth-16667_iter-9,depth-16667_iter-10,depth-22222_iter-1,depth-22222_iter-2,depth-22222_iter-3,depth-22222_iter-4,depth-22222_iter-5,depth-22222_iter-6,depth-22222_iter-7,depth-22222_iter-8,depth-22222_iter-9,depth-22222_iter-10,depth-27778_iter-1,depth-27778_iter-2,depth-27778_iter-3,depth-27778_iter-4,depth-27778_iter-5,depth-27778_iter-6,depth-27778_iter-7,depth-27778_iter-8,depth-27778_iter-9,depth-27778_iter-10,depth-33333_iter-1,depth-33333_iter-2,depth-33333_iter-3,depth-33333_iter-4,depth-33333_iter-5,depth-33333_iter-6,depth-33333_iter-7,depth-33333_iter-8,depth-33333_iter-9,depth-33333_iter-10,depth-38889_iter-1,depth-38889_iter-2,depth-38889_iter-3,depth-38889_iter-4,depth-38889_iter-5,depth-38889_iter-6,depth-38889_iter-7,depth-38889_iter-8,depth-38889_iter-9,depth-38889_iter-10,depth-44444_iter-1,depth-44444_iter-2,depth-44444_iter-3,depth-44444_iter-4,depth-44444_iter-5,depth-44444_iter-6,depth-44444_iter-7,depth-44444_iter-8,depth-44444_iter-9,depth-44444_iter-10,depth-50000_iter-1,depth-50000_iter-2,depth-50000_iter-3,depth-50000_iter-4,depth-50000_iter-5,depth-50000_iter-6,depth-50000_iter-7,depth-50000_iter-8,depth-50000_iter-9,depth-50000_iter-10,Site_layer,Site_old,Site,Phasic_community,Type,Depth_group_cm,Depth_layer
st1_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9745928749026213,0.9745571110250704,0.9754262639550392,0.9743821790153115,0.9730819806553704,0.9734253009219306,0.9736134500168712,0.9740701521416084,0.9731336827826992,0.97428667909591,0.9755034495714412,0.9743251838062436,0.9741224529516468,0.975312949961468,0.97450000150258,0.9737204743121142,0.9745352372072906,0.9746816395353224,0.9740749698019886,0.9737338395794182,0.9745541046459926,0.974618700462134,0.9745077169015208,0.9743442618397888,0.9746223507161224,0.975120333196624,0.9742038386567722,0.9744564621517312,0.974455252600114,0.97420537219543,0.974996606234625,0.9750083879202576,0.9736445069427744,0.9745922177968968,0.9750652672578386,0.9740649823022396,0.9747054621117716,0.9747949770020604,0.9746424955024456,0.9743795075427129,0.974616281405122,0.9751704810178928,0.9744366794147654,0.9743973205245102,0.9747454516583898,0.9750288745476052,0.9739692196941508,0.9743498462121022,0.9742952025424044,0.9745156278795848,0.9746978830601916,0.9745510559236632,0.9747051768060656,0.974626128225102,0.974530069303933,0.9742979618618074,0.97469976949792,0.974463185366261,0.9744227187569328,0.9750271348451942,0.9743790998829036,0.9745171178044328,0.974961553338267,0.974234251551426,0.9749286086775428,0.9744772699994818,0.9750029788158352,0.974643293263021,0.9745009390560666,0.974934865147914,0.9747586072746696,0.974388823741536,0.9745224531266102,0.9747024275885816,0.9745306545406376,0.974749370052426,0.9741821825337325,0.9746184218209746,0.97442366861343,0.9748132975434696,0.9746046656,0.9744821296,0.9744486744,0.9745149136,0.9745982768,0.9747485016,0.9744929344,0.9747949976,0.9746980512,0.9745931336,st1_1,st1,SSPS1,Mangrove,Brackish,0_to_30,Acrotelm
st1_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9774803544874078,0.9774228212930872,0.9785321493934912,0.977051123167166,0.9796767230543802,0.9784814191106612,0.978244483421888,0.9768321342068012,0.9768701009318822,0.9765460879760288,0.9779672920480442,0.9783758156184748,0.9774980172625954,0.9789303041081892,0.9771992022863258,0.9769681370650444,0.9786593050882358,0.9778253286087896,0.9771692316869168,0.9777543225886764,0.9770279472912972,0.9786728654939112,0.9781573013166844,0.9782963421549952,0.9777916279437656,0.9773679896894653,0.9781907943769486,0.9777612739579372,0.9786124239115984,0.97842528899707,0.9782907679675302,0.9787238633793952,0.97784612172465,0.9781702092063672,0.9783950980541216,0.97759657598376,0.9782001190545612,0.9781458317688208,0.9774474803518622,0.9784909351208532,0.9781703231002274,0.9787275734481864,0.9788068640515316,0.9780867661331444,0.9779242244138222,0.9783126293993176,0.9778089418743502,0.9784894657699243,0.9786147895567358,0.9782054130347864,0.9781039903819972,0.9782442383869432,0.9782158266187108,0.978372834758858,0.97795996230145,0.9785324025501978,0.9778241963861452,0.9780700597033872,0.9780745489931724,0.9782087182765448,0.9780619987397782,0.9779925150225428,0.9783542252331754,0.9782019130423076,0.9781678588532297,0.9780462286258116,0.9782309974965184,0.978106137867146,0.9783101482605544,0.9780509232928624,0.9780359480086566,0.9782018281887436,0.978012799770694,0.97834096770902,0.9782858673695188,0.9781911967261154,0.9780464275932472,0.9779620411180262,0.9782480325253256,0.9782622138839514,0.978243152,0.977880908,0.9782594168,0.9782615856,0.9779762768,0.9782173048,0.978211428,0.9782722208,0.9779627824,0.9779756984,st1_2,st1,SSPS1,Mangrove,Brackish,0_to_30,Acrotelm
st1_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9932827404045256,0.9927166733788728,0.9935879643667384,0.9927392201712416,0.9934187338447048,0.993293171535478,0.9932239114175402,0.9933025660322984,0.9928190409993982,0.993308073151124,0.9930789380794536,0.993413328967238,0.9924611225232044,0.9932993272872158,0.9933093876884228,0.9930754550097928,0.9932841799842712,0.9934153540077386,0.9928315105309274,0.9932822197450668,0.9933173101102688,0.9934893616281392,0.9931232418730758,0.993516756532332,0.9932921903150704,0.9933846346172616,0.9931230834794116,0.993125113798198,0.9933052937909262,0.9930840250417649,0.9932491508336918,0.99303329366657,0.9932638647779692,0.9932087107748946,0.9933678546577565,0.9930424792502808,0.993286290076473,0.9933285486216396,0.9931610980226444,0.993403677624212,0.9933002641242028,0.9933466135266094,0.99318443727344,0.9932880015684044,0.9933353203633009,0.993156939185411,0.9931878327391122,0.993224164221806,0.9932430855190642,0.9931876176065544,0.9931157812163128,0.9931188088768657,0.9932045805922914,0.9931594446895778,0.993232947359624,0.9933659016186958,0.993236452029717,0.9933794360893838,0.993323564771963,0.9931053806083016,0.993288441168146,0.993447225387337,0.9931856874695966,0.9933549163311446,0.9929786698443928,0.9932784144172786,0.9933561633934064,0.9933330775334888,0.9931980985823492,0.9932834225029468,0.9935025664269784,0.993227842345024,0.9932046090553608,0.9932242813113038,0.9932505541867588,0.9933005635744414,0.9931890061183036,0.993123799814184,0.9932220699670772,0.9934213126894116,0.99326344,0.9932213136,0.9932216312,0.9933947392,0.993168864,0.993190032,0.9933052896,0.993279084,0.9933013336,0.9933237568,st1_3,st1,SSPS1,Mangrove,Brackish,30_to_100,Catotelm
st1_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9936920813073616,0.9939572652762292,0.9937015405938152,0.9935673612633668,0.9940990897834004,0.9938059814826044,0.9940066997663946,0.9934094041375178,0.9936689514082934,0.9941116589722498,0.9938101883043852,0.9942044393893672,0.9940520753421016,0.9939994404894098,0.9937056638139056,0.9938103341073012,0.9939853300072016,0.9942943349872704,0.9939449912004296,0.9940906159129091,0.9940256465765268,0.9939232522723398,0.9940205851789846,0.9940463457485516,0.9938722135139104,0.9940682040742096,0.993952540700791,0.9940605651797686,0.9940232346730038,0.9940598092100076,0.9942084084687486,0.9940325539516758,0.9939290217310416,0.9939357975165568,0.993966764435892,0.9939249311492304,0.9940080307112136,0.9939406373633533,0.993966533581275,0.993879736295338,0.9938211803975092,0.9941080635513604,0.9940514966484344,0.9938819540491268,0.9940838779863308,0.9940699902725352,0.9939867054610976,0.9942318580826398,0.993970243932483,0.9939276554619012,0.9938854640098916,0.9938365210310368,0.9940024447494948,0.9940149585997704,0.9939388584777756,0.99401374357547,0.9940388828782536,0.9940392410854176,0.9939670974425522,0.9940355600117968,0.9940115098199928,0.9940195833248788,0.9941042195759364,0.994046012316713,0.9940488621779788,0.9938783809644036,0.9941376879234638,0.9940127066294804,0.9941616188234504,0.994033353907414,0.994039977750151,0.994015734977798,0.9940478602202996,0.9941036581862532,0.994055899631087,0.9939847609708208,0.9940304630973588,0.9940436947119898,0.9940335887473716,0.994015901031119,0.9940374888,0.9939952416,0.9940653456,0.994047592,0.99401302,0.9940322968,0.994069028,0.9939970392,0.9940512072,0.9940201696,st1_4,st1,SSPS1,Mangrove,Brackish,100_to_200,Catotelm
st1_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9946587426353624,0.9948664581995428,0.994790071221948,0.9945803471791372,0.9943855895416056,0.9947221716863084,0.994786637371386,0.9945807359169366,0.9948717061598356,0.9948261590476648,0.9949515335311756,0.9947081884642984,0.9949377956564194,0.9950563982284588,0.994926617432856,0.9948220767420526,0.9948490340811968,0.9948506055126252,0.9946875816521644,0.9948456968144516,0.9949826610955632,0.9947880168814096,0.9948897056138196,0.9949682184732738,0.994890943964285,0.9950180836786456,0.994873355067848,0.9949357261729788,0.995011596738126,0.9949363957461956,0.9948243771880612,0.994839978100078,0.9949242683858752,0.9948524766500476,0.9949256494634968,0.99482651563083,0.9949575357512191,0.994970204404591,0.994889725245016,0.9949545670418454,0.9948429874725304,0.9949417825638028,0.9948733859621528,0.9948053937060332,0.9947689611369566,0.9947594097697792,0.9948529716967822,0.9948683342349808,0.9948759260815108,0.9948820456955964,0.9948647609957334,0.9949436835741772,0.9949117275350596,0.9949973930483612,0.9950042295850912,0.9948259954204258,0.9949650770020436,0.9949318465374376,0.9949147335951803,0.9948675276510662,0.9948517600063114,0.9949247812543528,0.9949292894571627,0.9949991434579966,0.994863557506244,0.9949447501198364,0.9948723186806698,0.9949982441978292,0.9948842021392948,0.9949099937143632,0.994855592174858,0.994917548288974,0.994848020548426,0.9949005136482828,0.994913511370736,0.9949875428013571,0.9949114863302354,0.9948977879437692,0.9949441390957876,0.994890542348858,0.9949458448,0.994953052,0.9949571672,0.9949461264,0.9949344688,0.994890872,0.9948998712,0.9949309856,0.9949460224,0.994933952,st1_5,st1,SSPS1,Mangrove,Brackish,100_to_200,Catotelm
st1_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9891422293127996,0.9897671901150716,0.9896172669037449,0.9893121725207988,0.9895898608888828,0.9892457631467236,0.9895290234232664,0.989638777061982,0.9885641114153632,0.9891813622512792,0.9895219949409466,0.989323006361195,0.9891912977270354,0.9893305395118572,0.9891938897788762,0.9895773676483952,0.989836508031177,0.9897027581561928,0.9897005387118042,0.9896686240735146,0.9895258841688228,0.9896415043439696,0.9894907495742208,0.9894538582498884,0.9893598588099036,0.9896973309108846,0.9897979396864932,0.989242597100419,0.9895049690054378,0.9894290552420189,0.9894039310296802,0.9897539471299672,0.9898290923328638,0.9892620647923696,0.9893892656863748,0.9892488736785486,0.9893250881028296,0.9892981591142525,0.9892554307596896,0.9894150971030006,0.9893677265010564,0.9894314057381846,0.9896849355696912,0.9894204624892772,0.989399211021302,0.98950965696616,0.989233069071584,0.989626681301763,0.9895015130324634,0.9895692279490204,0.989599571092462,0.9895321507440616,0.9895150936029206,0.9893153202074726,0.9893906499140592,0.9895047343957376,0.9894492698864528,0.9896219059391566,0.9894570802426592,0.9895740195814342,0.989508862586177,0.989522134608296,0.9894183163444012,0.98951663589686,0.9896237020768892,0.9896347801686878,0.9895264708937213,0.9895908222157948,0.9893533553768316,0.9894021296613864,0.989547024441534,0.9894492818116912,0.9893953397953564,0.9893798188724394,0.9895841353337482,0.9894845114412804,0.9895829749855414,0.989500957807706,0.9895587919518832,0.9895787659388608,0.989504968,0.9894257576,0.9894716072,0.9894268608,0.9895177912,0.9894761528,0.9894797296,0.9894351408,0.9894849936,0.989473932,st1_6,st1,SSPS1,Mangrove,Brackish,100_to_200,Catotelm
st1_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9905909903017692,0.9899147161099682,0.9902038722431364,0.9901121301224628,0.9899298768841474,0.9900395657332296,0.9902841465987255,0.9904479347915666,0.990253954629634,0.9898918453694332,0.9900775526520452,0.9905169702403532,0.9901562214254128,0.990580248705916,0.99029334096779,0.9903643307875794,0.9903180788625454,0.9903057018150058,0.9904374266494892,0.9899638263775312,0.9905889792445948,0.9902218947281222,0.9902091224390188,0.9904010811605932,0.9901263113514954,0.990625143398014,0.9906130550815516,0.9905464289466236,0.9901028258909232,0.990502676296747,0.9904555872126988,0.9903892023350078,0.990313502271014,0.9903051955548806,0.9904855456618646,0.9902579878107304,0.9904912603261574,0.990443141313782,0.9903742210853844,0.9900742356357052,0.990338440889564,0.9902099497294308,0.9902027725962654,0.990369215213173,0.9901924669691562,0.990119568135542,0.9903685801833336,0.9902563250514228,0.9902726492062351,0.9905279674891264,0.9904409727204104,0.99034660223301,0.9904940647822462,0.9904558536180268,0.9903714787305374,0.990509809697143,0.9902637483759412,0.9903430975629168,0.9903210669223064,0.9904584600701556,0.9903644874764768,0.9903980854232636,0.9904284698373932,0.9904506564371433,0.990313523228926,0.9903470815024702,0.9903795699209036,0.9905132198184132,0.9902118988953515,0.990277964101509,0.9904176663042844,0.9905326308910646,0.9904053662082836,0.990538413394214,0.9903786741494452,0.99023193566469,0.990317494638361,0.9903818018244984,0.9902968807385852,0.9903706995399536,0.990488172,0.9903547,0.9905027648,0.990352204,0.9902991752,0.990485732,0.9904603792,0.990512896,0.9903102936,0.990397632,st1_7,st1,SSPS1,Mangrove,Brackish,100_to_200,Catotelm
st2_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.961973279718616,0.9604818871509716,0.9617278565878876,0.9604773518766448,0.960517262290723,0.9590658449267904,0.9602681461508996,0.9616008689067294,0.9637161208528804,0.9625933165087612,0.961112555955008,0.962060015704108,0.9631552224081328,0.962719352690782,0.9630108775212494,0.963163079565275,0.9624526467566898,0.9608706365166432,0.9616959620230708,0.9617913819314596,0.962872175927814,0.9624893600406026,0.9624418635404816,0.9618273753202562,0.9633249586163254,0.9618631002912432,0.9633175429129563,0.9617913911596372,0.9630808307815364,0.9619116623487414,0.962346777639318,0.9631555140139648,0.9616849093520186,0.9621145621950324,0.9626981059658496,0.9627391818873638,0.9626306721171792,0.9617140577849844,0.9618870245943032,0.9621414304323944,0.9627374235956072,0.9634781353601716,0.9623315928729248,0.9621353945721102,0.9619784333395,0.962942851860742,0.9623448818443004,0.9630224275795252,0.9621016550479448,0.9623454442993012,0.9617208439207064,0.9623899317023952,0.9626590136840076,0.9624816561368744,0.9619560114240328,0.9632587226781276,0.963263013963953,0.962539646096668,0.9623273192501522,0.9624810747252464,0.9628136196530892,0.9629277225439288,0.9622228969715094,0.9623343589468276,0.962982628989361,0.9626643133715752,0.961686002945602,0.9627893859140167,0.9624113356171644,0.9623878305433162,0.9627968206151326,0.9628428548483128,0.9626323944141252,0.9628027053828274,0.9624273114749868,0.9617799829784816,0.9631275897179816,0.9626051829323982,0.962846776339242,0.9626997280232904,0.9622512352,0.962248628,0.9617758856,0.9630211432,0.962544444,0.96246518,0.9625187912,0.9625164952,0.9624950744,0.9625220936,st2_1,st2,SSPS2,Mixed_forest,Freshwater,0_to_30,Acrotelm
st2_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9099691679093318,0.8986156269485482,0.9051308076779344,0.9047164131837055,0.9053757124915968,0.909712730540952,0.9061504021362956,0.904719976613534,0.9082284648329646,0.9067960956212056,0.9039838305862132,0.907736149632219,0.9064386494823458,0.9081480752706906,0.908599740303946,0.9082572492541594,0.9067688768868608,0.9077439095874174,0.9066638015853652,0.9050971168518274,0.9052854882183572,0.9053183621033885,0.90362966245205,0.9074253146244448,0.9059226987296818,0.9084218627621208,0.9055742398681756,0.905548731288529,0.9077898576425784,0.9074919407593728,0.9075677918150796,0.9066973241058124,0.9084678008151696,0.908642833165799,0.9085074835088194,0.9060751587625676,0.9059722786049748,0.9072154550183787,0.905473021069874,0.9061204872691332,0.9060308789039516,0.9054344640626272,0.9059730549011392,0.9064561856030172,0.9060929744544188,0.9073144997099364,0.9055963292807734,0.9048334536788318,0.9053735193417468,0.9060908075770888,0.905906168232774,0.9049481980734666,0.9067665620405642,0.9065482662746708,0.9062570690507552,0.9054770504504612,0.9063116101415716,0.9057375228598834,0.9057241377921834,0.907115963428557,0.9065555280018271,0.9063986242943396,0.9057158173716092,0.90632002763326,0.9069872773550928,0.906113606429138,0.9062670413727736,0.9069079467390236,0.9049569449406822,0.905803811301439,0.905812668962798,0.9066922220162712,0.9057451328495824,0.9065653724667928,0.9055762313090684,0.9055176478999064,0.9058727660897344,0.906577362731597,0.906558112696598,0.9065135607930646,0.9061560864,0.906022056,0.9056071248,0.9057741784,0.906335912,0.9067759896,0.9058301352,0.9062724744,0.9058073296,0.9066247288,st2_2,st2,SSPS2,Mixed_forest,Freshwater,0_to_30,Acrotelm
st2_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9862631723803348,0.9863751936562136,0.9870112982754036,0.9864224252988488,0.9861602864427432,0.9868135603147428,0.98669706855417,0.9872146081445232,0.9872536115037364,0.9871769653676086,0.9872559422201188,0.9867792476862758,0.9868108707187332,0.9867608603185304,0.9873821751447648,0.9868889076794648,0.9868107735167893,0.9869941287838764,0.9867216717347626,0.9871190818829256,0.9871378908895092,0.9868738990492884,0.98685024799534,0.9869856889776466,0.9866245226244452,0.987069284833779,0.9864774109089728,0.9868820419235702,0.9868909119687648,0.9866241410397087,0.9866006836650132,0.9868793899891118,0.9869406839149842,0.986926500531318,0.9867474343000112,0.987093590673104,0.9870236133735651,0.9874124089994388,0.9870088184276676,0.9867489368800628,0.9866284514176332,0.9869977821803172,0.9869702115174496,0.9870055891594052,0.9866676444225424,0.9870259956489,0.9867252429249628,0.9868254869210524,0.9868705455281118,0.9864763889866416,0.986756362028565,0.9869575700527052,0.987053434569986,0.9870192482862638,0.986996519231685,0.9869778420581434,0.9869627109555228,0.9866790360820538,0.9868635505723252,0.9869303517083412,0.986811447077553,0.9869723815864972,0.9868953612755936,0.9867122719054936,0.9869739579366732,0.9870561556057472,0.9869616208806402,0.9872003308145406,0.9868060885449078,0.986711801116347,0.9870583499057924,0.9868369957662316,0.9868935197092048,0.9867563242278088,0.9869873064224296,0.9869597547338989,0.9870959488327672,0.9867799108870398,0.9869145112790342,0.9869412863645332,0.9868186024,0.986816408,0.9869016,0.9869678544,0.9868521344,0.9868863464,0.9868928496,0.9868405944,0.9866999112,0.9869290832,st2_3,st2,SSPS2,Mixed_forest,Freshwater,0_to_30,Acrotelm
