# Constructed from biom file
#OTU ID	st1_1	st1_2	st1_3	st1_4	st1_5	st1_6	st1_7	st2_1	st2_2	st2_3	st2_4	st2_5	st2_6	st2_7	st4_1	st4_2	st4_3	st4_4	st4_5	st4_6	st4_7	st5_1	st5_2	st5_3	st5_4	st5_5	st5_6	st5_7
d__Archaea;__	2.7600673456432338e-05	1.5808027316271202e-05	7.051987250007052e-05	9.332213467717207e-05	0.0001658209796703479	7.964425565806067e-05	2.631994525451387e-05	0.0	0.0	7.081350555177884e-05	0.00045268030548619326	0.0026601419690740714	0.00481924439677993	0.004307919538613026	0.0019000247157686604	0.0	0.0	0.010140552778039807	0.004098306122177425	0.0030730673986335295	0.004311406750431141	0.0	0.0	0.00016317206494248184	0.00017328019407381737	0.004364823915466863	0.004853849651004199	0.004967313532712204
d__Bacteria;p__Marinimicrobia_(SAR406_clade)	0.00016560404073859403	0.00025292843706033923	0.00011283179600011283	0.00045327893986055006	0.0008291048983517395	0.0004645914913386872	0.00015791967152708323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Campylobacterota	0.0006348154894979438	0.00028454449169288163	0.0005218470565005218	0.00013331733525310296	0.0004974629390110437	0.00013274042609676777	3.9479917881770806e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firestonebacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3687005556924256e-05	0.0	0.0	1.6317206494248183e-05	0.0	0.0	0.0	0.0
d__Archaea;p__Iainarchaeota	2.7600673456432338e-05	0.0	5.641589800005642e-05	6.665866762655148e-05	6.632839186813915e-05	0.0	5.263989050902774e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9671211623952024e-05	0.00020530508335386385	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Methylomirabilota	4.1401010184648506e-05	3.1616054632542404e-05	5.641589800005642e-05	0.00021330773640496474	0.0001326567837362783	5.309617043870711e-05	7.895983576354161e-05	1.4357501794687724e-05	5.048125462744834e-05	0.004376274643099932	0.0034900191293935545	0.008364510576553765	0.003285231391607727	0.0021275847517231677	0.0037691547207118143	0.0007212505374703524	5.324317489051872e-05	0.0056755651982517375	0.0038321823480100595	0.001954232180684429	0.0018340587446278502	0.00014158735152993	0.0003483340255355636	0.0027739251040221915	0.008077522892979486	0.00497715532806833	0.004532933971598962	0.004645596334997683
d__Bacteria;p__Abditibacteriota	2.7600673456432338e-05	3.1616054632542404e-05	5.641589800005642e-05	0.00011998560172779267	3.316419593406958e-05	2.6548085219353554e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5447355412753335e-05	0.0	0.0	0.0	0.0	1.4917802905988006e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__PAUC34f	0.0	0.0	0.0	7.999040115186178e-05	9.949258780220874e-05	0.0	6.579986313628468e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4917802905988006e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Thermotogota	0.0	0.0	0.0	2.6663467050620593e-05	3.316419593406958e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Desantisbacteria	1.3800336728216169e-05	0.0	0.0	2.6663467050620593e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9835605811976012e-05	2.7374011113848512e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__WS2	0.0008832215506058348	0.0013911064038318658	0.0037093452935037094	0.002026423495847165	0.0018737770702749311	0.001181389792261233	0.0014475969889982628	0.0	0.0	0.0	0.0	0.0	4.072600898687265e-05	0.0004220002813335209	0.0	0.0	0.0	0.0	0.0	0.00019393143777784408	0.0002874271166954094	0.0	0.0	0.0	0.0	0.0	0.0	6.434343954290421e-05
d__Bacteria;p__NB1-j	0.0003726090916618365	0.00044262476485559365	0.00045132718400045133	0.00010665386820248237	1.658209796703479e-05	1.3274042609676777e-05	0.0	8.614501076812635e-05	0.001194723026182944	0.0	1.460259049955462e-05	0.0	0.0	0.0	0.0	0.0	5.324317489051872e-05	0.0	0.0	0.0	0.0	1.5731927947769998e-05	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__GAL15	9.660235709751317e-05	0.00022131238242779683	5.641589800005642e-05	0.00015998080230372356	1.658209796703479e-05	1.3274042609676777e-05	0.0	0.0010480976310122039	0.001918287675843037	0.005013596193065941	0.004366174559366832	0.000640141115552584	0.0007059174891057926	3.516669011112674e-05	0.002981339594661394	0.0016921647225265962	0.0011447282601461525	0.0003144357450554979	0.00018628664191715566	2.9835605811976012e-05	0.0	9.439156768662e-05	0.0005894883509063384	0.0004568817818389492	0.0003998773709395785	0.0002355120817697948	0.00028080121947958176	0.00015442425490297008
d__Bacteria;p__Cloacimonadota	0.0002208053876514587	0.00011065619121389841	0.00018335166850018335	2.6663467050620593e-05	3.316419593406958e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Poribacteria	9.660235709751317e-05	9.484816389762721e-05	5.641589800005642e-05	2.6663467050620593e-05	4.974629390110437e-05	1.3274042609676777e-05	5.263989050902774e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Nitrospinota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.460259049955462e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Deinococcota	0.0	4.7424081948813605e-05	1.4103974500014104e-05	0.0	3.316419593406958e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Margulisbacteria	0.0	0.0	0.0	2.6663467050620593e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7374011113848512e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Aerophobota	0.00011040269382572935	7.904013658135601e-05	7.051987250007052e-05	0.00013331733525310296	8.291048983517395e-05	9.291829826773743e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Apal-E12	0.00011040269382572935	3.1616054632542404e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Fusobacteriota	4.1401010184648506e-05	1.5808027316271202e-05	4.231192350004231e-05	2.6663467050620593e-05	0.001824030776373827	2.6548085219353554e-05	5.263989050902774e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1463855895539996e-05	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Acetothermia	1.3800336728216169e-05	3.1616054632542404e-05	0.00026797551550026796	0.0025063659027583355	0.0030013597320332967	0.0035308953341740227	0.002039795757224825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.458901452994004e-05	9.580903889846979e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__10bav-F6	2.7600673456432338e-05	0.0	5.641589800005642e-05	0.00027996640403151623	0.00019898517560441747	0.00021238468175482843	2.631994525451387e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.033338022225348e-05	0.0	0.0	0.0	0.0	0.0	2.9835605811976012e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Synergistota	0.0	0.0	1.4103974500014104e-05	1.3331733525310296e-05	0.00023214937153848706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3687005556924256e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__FW113	8.280202036929701e-05	0.00017388830047898322	0.00019745564300019747	3.999520057593089e-05	8.291048983517395e-05	3.982212782903033e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Hydrothermae	0.0	0.0	0.0	1.3331733525310296e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__GN01	0.0010350252546162126	0.0016124187862596626	0.0013821895010013821	0.0002533029369808956	9.949258780220874e-05	0.0	6.579986313628468e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Fermentibacterota	0.0010350252546162126	0.0017546910321061034	0.0003808073115003808	0.00019997600287965445	0.0001492388817033131	1.3274042609676777e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__NKB15	0.0002898070712925395	0.00023712040974406803	0.0003525993625003526	0.0	4.974629390110437e-05	1.3274042609676777e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.475340871796402e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__BHI80-139	0.0	0.0	0.0	9.332213467717207e-05	1.658209796703479e-05	1.3274042609676777e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Dadabacteria	0.0	0.0	2.820794900002821e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Edwardsbacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3687005556924256e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Caldatribacteriota	0.0046093124672242	0.005532809560694921	0.006953259428506953	0.0008932261461957899	0.0005637913308791828	0.00014601446870644453	6.579986313628468e-05	0.0	0.0	0.0	0.0	0.0	2.71506726579151e-05	0.0	0.0	0.0	1.331079372262968e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__	0.0	3.1616054632542404e-05	1.4103974500014104e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__MAT-CR-M4-B07	4.1401010184648506e-05	0.0	0.0	0.0	0.0	1.3274042609676777e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Halanaerobiaeota	0.0	0.0	0.0	1.3331733525310296e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
